id,question,human_label,human_label_text,hallucination_type,error_category,baseline_prediction,ragas_prediction,selfcheck_prediction,similarity_prediction,hybrid_prediction,custom_prediction,detectors_incorrect,detectors_correct,all_detectors_correct,any_false_negative,any_false_positive
702951cb-ab7b-4137-b2c3-2afc68184753,What is the order of elements within each family?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
70c3730c-c174-4790-a4d9-0caf66ea866a,Which standards references are related to cryptographic key management?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
717c84cd-6773-41b0-8d96-39313818897a,What does the CM-9 control require regarding a configuration management plan?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
71cfb4ec-59e1-4a60-a22a-a55b999675a4,What role-based training is required according to the text?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
72d8353e-bbbf-4f46-9a84-7ac6bab891c4,Which Amazon service can be used to set alarms for threshold breaches?,0,Non-Hallucinated,,Requires manual annotation,0,1,0,0,0,1,"ragas,custom","baseline,selfcheck,similarity,hybrid",False,False,True
7363c602-09b7-407a-8510-0b039ed9f4f5,What type of reports does ITL produce?,0,Non-Hallucinated,,Requires manual annotation,1,1,1,0,1,0,"baseline,ragas,selfcheck,hybrid","similarity,custom",False,False,True
74128f82-482d-4eec-9846-b853b8c3dc0f,What is an exposure finding in the context of Security Hub?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
741920fe-c7d4-4e38-a239-207741b9e271,Which document specifies the details of HTTP semantics?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
760f13d4-e9f6-459e-a27c-adb15045e893,"What are the conditions for marking hardware components that process, store, or transmit public information?",1,Hallucinated,,Requires manual annotation,1,0,1,0,0,0,"ragas,similarity,hybrid,custom","baseline,selfcheck",False,True,False
76369abb-1b00-4b04-98b4-af1c808ecc8f,What systems should be verified according to the security requirements related to user session management?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
7667b81b-e737-4373-a9fd-349ae4e0c54e,What are the key factors in measuring the successful operation of a workload?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
76d70eb8-70e2-45a9-a641-bce6f5e45441,What does automatic environmental controls provide an immediate response to?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
77f2809d-4443-4c19-8426-a9e36a50ce33,What must be done after this assignment is made?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
78548838-0293-4752-9621-65c869f871c7,What is the approach suggested for handling old messages when they become irrelevant?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
7878e886-a2e0-439c-9424-fab4c532ad43,What are some sources from which stakeholder protection needs and corresponding security and privacy requirements may be derived?,0,Non-Hallucinated,,Requires manual annotation,0,0,0,0,0,0,,"baseline,ragas,selfcheck,similarity,hybrid,custom",True,False,False
78e4c9eb-e0aa-422e-be63-8eeba70ef804,From where can this publication be accessed for free?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
794fdbb2-5d18-4b82-93cb-8578498d0f89,What factors can lead to the correction or deletion of personally identifiable information?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
796f20ea-d7cf-4537-b52f-0dbe379dc5ba,Which activities are included in CP-4(3)?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
79964c5a-ca4b-4792-836f-82981604c6dd,What is the function of DNSSEC in network security?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
7a7f63fe-1190-497f-8ad2-7621ecc509c7,What does RTO stand for in the context of recovery requirements?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
7b81aa21-67e4-43e5-bb7a-b1ca986ed4d8,How can you identify rightsizing opportunities on AWS?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
7ca2cf05-31ee-4b5e-b540-6ea877991a77,What should an origin server rely on according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
7d8b09f3-7409-4d13-877c-5ffcd0f6e2dc,What are some benefits of establishing the best practice for credential management as mentioned by AWS Well-Architected Framework?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
7e92ab5d-9162-49ab-ac61-95c9171920ae,What does 'conditional content' refer to in the context of content negotiation?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
7efd9f1a-f2b4-4149-b6f4-64ecec149019,What factors guide the frequency and comprehensiveness of vulnerability monitoring in organizations?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
7f2648cf-146b-48f7-bb16-8f8ca0ed2fd0,What is the definition of mobile code technologies?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
7f2fa59d-330c-4cff-befc-213f4236e984,"What does the text imply about the importance of backing up data, applications, and configuration?",1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
8010db5d-0de4-4c59-b68f-e3e0358f802a,What is another term for dual authorization mentioned in this text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
801db6aa-b93e-47b8-88f9-f4afd6e95a16,What benefits do the adopted approaches bring according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
804d9880-0181-4bf1-b592-634c4832674e,How many field lines can a field section contain?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"selfcheck,custom","baseline,ragas,similarity,hybrid",False,False,True
808c4159-7d8a-4106-9b95-1e517a33859a,Under what circumstances does a server send a Content-Length header field in a response to a HEAD request?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,0,"similarity,custom","baseline,ragas,selfcheck,hybrid",False,True,False
80a779b3-e7f6-40e5-840d-77dc54a25e5e,What kind of testing is most effective for conducting red team exercises?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
8217d045-55e5-4d50-aa62-311a6c59c890,What are the benefits of establishing a well-defined organizational unit (OU) structure in AWS according to the provided text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
82c6605f-2a90-4f0c-bba0-76357d513975,What AWS service is explained in the text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
82fa36d0-a23a-44ae-8952-5654db27090d,What are the steps for using Amazon EC2 Image Builder?,0,Non-Hallucinated,,Requires manual annotation,1,0,1,0,0,1,"baseline,selfcheck,custom","ragas,similarity,hybrid",False,False,True
83df32d3-58c7-4f16-bf0e-8bebe9f5a1ef,What are octet boundaries used for in HTTP range requests?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
844ad331-e8fc-4167-855f-49020cbc826a,What does the term 'AWS Well-Architected Framework' refer to?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
85cf3179-7c8e-4331-a2a7-9a639c60d6d0,"What types of activities can organizations use to satisfy evidentiary requirements related to service provider contingency plan reviews, testing, and training?",1,Hallucinated,,Requires manual annotation,1,1,1,0,1,0,"similarity,custom","baseline,ragas,selfcheck,hybrid",False,True,False
860821e9-65b5-4c75-9697-ee3cbbf742c5,What are the considerations for resource sparing or resource static stability?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
8654eaa9-8fbe-47b8-a84e-54b29b9e067d,What is an 'authorization boundary' according to OMB A-130?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
8730a007-41f9-42d0-af5f-8e71111d5dad,What is a requirement for employing supply chain controls according to this text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
87567a5a-100d-49d9-a8a7-ea1ac597a777,What should be periodically reviewed and refined in monitoring strategies?,1,Hallucinated,,Requires manual annotation,0,1,0,1,1,1,"baseline,selfcheck","ragas,similarity,hybrid,custom",False,True,False
8831c535-ddc2-490a-a040-3fd71454e47e,What are some examples of fail-safe procedures for handling failures as described in SI-17?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
885f2998-cd89-48f4-b6a3-7991f3e020ac,What is the requirement for using resources in the provided text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
8948c922-faf7-48a9-8608-228f51276111,What must an identification and authentication policy address according to the provided text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
8adbbb2a-2a1c-4a89-8420-9bac1400d2ab,Where can this publication be accessed for free?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
8cf02878-d60d-4cd4-820a-2fd24e8b9dc9,What is the purpose of issuing temporary credentials?,0,Non-Hallucinated,,Requires manual annotation,1,1,1,0,1,1,"baseline,ragas,selfcheck,hybrid,custom",similarity,False,False,True
8db80bfc-5392-43dd-9da8-0cb205026667,What does the text imply about the frequency of reviews for workloads with significant costs?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
8e0c213b-0c7d-401d-8f19-6df4f183fb3b,What is client-side caching?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
8e0cf0e1-6d5e-4a15-b021-06612d8cd3bc,What are the steps involved in defining topics for discussion?,1,Hallucinated,,Requires manual annotation,0,1,0,1,1,1,"baseline,selfcheck","ragas,similarity,hybrid,custom",False,True,False
8e6a2d1a-d414-487a-9138-861a1ebfff22,Why does the media type registry disallow parameters named 'q'?,0,Non-Hallucinated,,Requires manual annotation,1,1,1,0,1,1,"baseline,ragas,selfcheck,hybrid,custom",similarity,False,False,True
8e819d57-f0d8-49f6-b0ea-8ffdb052d626,What method is used to confirm end-user logout?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
8e9acbf3-a78f-45d1-89ca-27f39dc64577,What condition must a server meet to omit sending a 100 (Continue) response?,0,Non-Hallucinated,,Requires manual annotation,1,1,1,0,1,0,"baseline,ragas,selfcheck,hybrid","similarity,custom",False,False,True
8fa4bfe6-abcd-4100-b430-136fb9ce97a0,Who should be alerted upon detection of unauthorized activities according to AU-9?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
8fdc00bd-e6f3-4db4-9c6b-153144671bba,What are some architectural patterns mentioned for supporting data access and storage characteristics?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
91f5eeeb-3e37-456e-86db-b64af555a5b0,"What tool allows setting notifications and defining monthly budgets for AWS costs, usage, and commitment discounts?",1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
9224f102-0043-4ec9-bb72-c5b244e183ca,What tool is recommended for staying up to date with security threats?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
940b5e60-4ee9-4df3-9aee-83dc03c9e8aa,Who are the contributors mentioned in the text?,1,Hallucinated,,Requires manual annotation,1,1,1,1,1,1,,"baseline,ragas,selfcheck,similarity,hybrid,custom",True,False,False
942f4650-e98d-4990-8413-99ca75083cf2,What monitoring methods should be established for resource constraints?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
949763d6-412a-42d1-b307-353c85f4c762,What tools are mentioned for preventing data loss and leakage?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
94a93634-0991-4279-b32d-e3ff77e25e26,How is account management addressed according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
95f52bbe-6635-463f-8358-45dc87dbd48d,What does WebSocket provide in terms of communication?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
9630eea4-6151-45e8-ace0-0f29fe91b4af,How does an effective incident handling capability involve coordination?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
9870b095-6026-44ed-abc0-036808f59787,What are pre-defined IAM policies provided by AWS?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
987ef914-f137-481b-af46-036680e75d23,How can you validate the integrity of your build environments?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
990346ec-cda2-4817-b224-f5f987c65ac5,What characteristics define a mobile device according to the provided text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
9939a516-49b3-476a-878b-e0e9659237fd,How does the principle of reduced complexity apply in security analysis?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
9a22eb75-da5b-4af3-b7fc-d68965a9f839,Are manual procedures or automated mechanisms allowed for establishing and managing cryptographic keys according to NIST SP 800-171r3?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
9a401a61-b885-4f5e-a5e8-67d6cfb22562,What is the purpose of automated flaw remediation status?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
9af0c437-b4f3-48ec-bdbf-c8b030559684,What is required about the entropy of a reference token if it is used?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
9ca8f486-123b-43c7-982b-ffff782ad398,What might be needed if there is a requirement for managing throughput?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
9d12fa51-d6e5-4c07-80e9-e799b3401d5d,"What document must contain approvals, consents, and detailed operational conditions regarding the use of foreign nationals for maintenance and diagnostic activities on classified systems?",0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
9eff5867-b9a9-4beb-ae1b-0934bfc9bc0c,What is defined as remote access in the discussion?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
a05f5eb6-0a91-435a-bb5f-b31dbf608cf6,What is the first step recommended by AWS Well-Architected Framework for implementing access management?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,1,1,0,"ragas,selfcheck,similarity,hybrid","baseline,custom",False,False,True
a09b25c6-9d72-476f-b1f5-6bc2ff5a7390,"What conditions must be met for a client to use a validator in an If-Modified-Since, If-Unmodified-Since, or If-Range header field?",1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
a47a6574-98b8-4e90-8d90-a7d7733e8dd7,What are the two actions specified in AU-13 MONITORING FOR INFORMATION DISCLOSURE control?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,0,"ragas,selfcheck,hybrid","baseline,similarity,custom",False,False,True
a4d5881c-d57a-4dc3-9fbf-8dccb202ccfc,What determines the frequency at which certain aspects are reviewed?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
a59aac82-c711-4356-af2f-1dcb0d48ab09,What does OPSEC refer to in this context?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
a65e6e79-1045-4691-b382-f872b987af6b,What must be identified before setting agreements between teams based on OPS02-BP02 and OPS02-BP03?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
a759b7ef-6bb5-4fc5-b569-f06fff66c33a,What must an organization do when it provides for the operation of a system of records to accomplish an organizational mission or function?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
a797d00c-aedc-492d-ad31-198fd381709d,Where can one find instructions for using temporary credentials with AWS resources?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
a7d1c55f-cc07-4d8b-bde5-591aca191733,How can separation of costs be achieved in AWS?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
a860e37f-b4c7-4963-97d9-3db6035e2344,What is least privilege?,1,Hallucinated,,Requires manual annotation,0,0,0,0,0,1,"baseline,ragas,selfcheck,similarity,hybrid",custom,False,True,False
a8c64722-9e97-4efc-af06-5fef53e6f966,What should teams do to ensure their members have the authority to take action when there is a predefined level of risk?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"ragas,selfcheck,hybrid,custom","baseline,similarity",False,False,True
acc4f41a-ac27-4730-8132-c40884535768,What should be included as part of emergency access processes according to SEC10-BP02?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
ad65598c-ec0f-4d6e-b547-a8999df43133,What methods can personnel use to identify potentially suspicious emails?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
ae60a31a-f508-47d5-9395-8dd4f3e108ec,What are some domains where security controls should be implemented according to the text?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
ae750b63-f88a-47a0-bb6f-85f5b592b394,What are security and privacy attributes according to the given text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
aeacbe7e-3a51-4dcb-a61a-ab00af16cb80,What are the adverse impacts of skewed utilization in either direction?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"selfcheck,custom","baseline,ragas,similarity,hybrid",False,False,True
af9b3926-8540-4867-aa83-15b7e104781a,What are the potential risks when a client ignores the server's identity?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
b17803e6-9c1f-4ae6-aee8-683caf2c0cd5,What specific measure does the text suggest for Java Naming and Directory Interface (JNDI) queries?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,1,0,0,"selfcheck,similarity","baseline,ragas,hybrid,custom",False,False,True
b17e16e1-5853-4587-bf42-376d3a48dcbb,What is the purpose of the Via header field in a TRACE request?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
b40ef491-9213-451c-8eed-02dabbe2e374,How should field access be considered in relation to user permissions?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
b6eb09c5-ec36-4793-826b-7befb4aef0d1,What does the term 'user agent' refer to?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
b8b1d5d2-0848-44ad-b084-63a5cc361372,What is the fundamental design objective of minimizing specific portions of systems that provide information security?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
b92ca9b8-812e-4bf6-b273-e1a867f35904,Which character set was historically used for field content in HTTP?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
bba3adfd-5180-4aac-9782-f42c0f096386,What is a trust anchor in cryptographic systems with a hierarchical structure?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
bbcc16b5-46eb-4129-8967-96332f865de8,What type of software is recommended to reduce licensing costs according to the text?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"ragas,selfcheck,hybrid,custom","baseline,similarity",False,False,True
bca99061-a902-4d0c-8f1a-3b1953908609,What types of examinations are included in a technical surveillance countermeasures survey?,1,Hallucinated,,Requires manual annotation,0,0,1,0,0,1,"baseline,ragas,similarity,hybrid","selfcheck,custom",False,True,False
bebb9b70-a5c2-441c-bf1f-ab01bd5d5499,What tool is mentioned for monitoring end-to-end tracing in the AWS Well-Architected Framework?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
bfba75de-e2f6-4264-bfad-7ed72b79fa06,What is the condition for some material in this document to be under a different license than the IETF Trust's?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
c0522fa3-d8e2-4864-bd8f-a6338884a1ff,What does the establishment of specific configuration settings become part of?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
c32b8a17-036a-47d1-a62d-4de76fe7ec81,What is the purpose of SR-08 Notification Agreements as stated in the text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
c3862bcb-e4d5-4cb2-a0bf-ab0fbedad3b0,What is one way to manage capacity as mentioned in the provided text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
c41e2227-f151-4a5a-a9ba-f8e930cf26e0,What is AWS Health used for in the context of AWS Well-Architected best practices?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"ragas,selfcheck,hybrid,custom","baseline,similarity",False,False,True
c4a2cdb2-1cbc-4327-997b-b0138efc8172,What type of blog post is the 'Build private and secure enterprise generative AI apps with Amazon Q Business and AWS IAM Identity Center' reference?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"ragas,selfcheck,hybrid,custom","baseline,similarity",False,False,True
c4c015a8-5616-4adb-8aac-3d040488dad6,What is the purpose of using Amazon CloudWatch Logs Live Tail?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,0,"baseline,similarity,custom","ragas,selfcheck,hybrid",False,True,False
c520c893-9559-4b6f-9962-ba5a569de9be,What does the text suggest about data consistency across different systems?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
c521054a-b233-4f48-b047-a2d29913fb04,What should be included in a code review checklist or guidelines according to the AWS Well-Architected Framework?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
c534ea0c-4253-47ba-bcb2-22e40834b88b,What are the steps to set up a regular cycle for cost optimization according to the text?,1,Hallucinated,,Requires manual annotation,1,1,1,0,1,1,similarity,"baseline,ragas,selfcheck,hybrid,custom",False,True,False
c61bc529-7501-47ca-9c57-a94fcd0c9518,What does unstructured data refer to?,0,Non-Hallucinated,,Requires manual annotation,0,1,1,0,1,0,"ragas,selfcheck,hybrid","baseline,similarity,custom",False,False,True
c62c0a59-ab2b-41e3-a427-2d537d14539c,What regular actions should be taken regarding the team size and skills?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
c667e930-6879-4194-bd44-c08917dea68e,What are some criteria mentioned for authorization and personnel screening?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,1,"baseline,similarity","ragas,selfcheck,hybrid,custom",False,True,False
c67154c0-7578-4a9a-964d-3e2fd6a75a5f,What is an example of a technology that can support both reads and writes with frequent access patterns?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
c6734bcc-79eb-49d0-9d71-b48a627d11ed,What type of credentials are considered the most secure according to the provided text?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
c697d53b-d6b0-40ef-b802-42a142cf8ce0,What is required to be designated according to the text for managing physical and environmental protection policy and procedures?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
c7167110-b305-456a-9d82-53b2821102c6,What is one of the processes suggested for improvement opportunities according to the text?,1,Hallucinated,,Requires manual annotation,0,1,1,0,1,0,"baseline,similarity,custom","ragas,selfcheck,hybrid",False,True,False
c7ae8472-ee14-4326-bc5b-9b656192fd7a,Under which condition should the RWS rule be used according to the text?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
c820bbb5-948b-47b7-82bb-d462a68321f5,What are two functions that accountability and traceability serve?,0,Non-Hallucinated,,Requires manual annotation,0,0,1,0,0,0,selfcheck,"baseline,ragas,similarity,hybrid,custom",False,False,True
c8fcd449-b62e-4c60-b04e-5a06cb906666,What are some common anti-patterns in implementing security controls according to AWS Well-Architected Framework?,1,Hallucinated,,Requires manual annotation,0,1,1,1,1,1,baseline,"ragas,selfcheck,similarity,hybrid,custom",False,True,False
